Scaler,n_estimators,max_depth,learning_rate,ACC,Precision,Recall,F1,ROC-AUC
MinMaxScaler,200,8,0.1,0.8795,0.8802,0.8795,0.8795,0.9689
StandardScaler,200,8,0.1,0.8795,0.8802,0.8795,0.8795,0.9689
NoScaler,200,8,0.1,0.8795,0.8802,0.8795,0.8795,0.9689
RobustScaler,200,8,0.1,0.8795,0.8802,0.8795,0.8795,0.9689
RobustScaler,100,8,0.1,0.8715,0.8723,0.8715,0.8717,0.9639
NoScaler,100,8,0.1,0.8715,0.8723,0.8715,0.8717,0.9639
StandardScaler,100,8,0.1,0.8715,0.8723,0.8715,0.8717,0.9639
MinMaxScaler,100,8,0.1,0.8715,0.8723,0.8715,0.8717,0.9639
RobustScaler,200,6,0.1,0.8624,0.8629,0.8624,0.8625,0.9626
RobustScaler,200,8,0.05,0.8619,0.8628,0.8619,0.862,0.9626
StandardScaler,200,6,0.1,0.8624,0.8629,0.8624,0.8625,0.9626
MinMaxScaler,200,6,0.1,0.8624,0.8629,0.8624,0.8625,0.9626
MinMaxScaler,200,8,0.05,0.8619,0.8628,0.8619,0.862,0.9626
StandardScaler,200,8,0.05,0.8619,0.8628,0.8619,0.862,0.9626
NoScaler,200,8,0.05,0.8619,0.8628,0.8619,0.862,0.9626
NoScaler,200,6,0.1,0.8624,0.8629,0.8624,0.8625,0.9626
NoScaler,200,6,0.05,0.842,0.8426,0.842,0.842,0.9527
StandardScaler,200,6,0.05,0.842,0.8426,0.842,0.842,0.9527
RobustScaler,200,6,0.05,0.842,0.8426,0.842,0.842,0.9527
MinMaxScaler,200,6,0.05,0.842,0.8426,0.842,0.842,0.9527
StandardScaler,100,6,0.1,0.8431,0.8436,0.8431,0.8432,0.951
RobustScaler,100,6,0.1,0.8431,0.8436,0.8431,0.8432,0.951
NoScaler,100,6,0.1,0.8431,0.8436,0.8431,0.8432,0.951
MinMaxScaler,100,6,0.1,0.8431,0.8436,0.8431,0.8432,0.951
StandardScaler,100,8,0.05,0.8442,0.8452,0.8442,0.8445,0.9503
RobustScaler,100,8,0.05,0.8442,0.8452,0.8442,0.8445,0.9503
NoScaler,100,8,0.05,0.8442,0.8452,0.8442,0.8445,0.9503
MinMaxScaler,100,8,0.05,0.8442,0.8452,0.8442,0.8445,0.9503
MinMaxScaler,200,4,0.1,0.8198,0.8199,0.8198,0.8198,0.9377
RobustScaler,200,4,0.1,0.8198,0.8199,0.8198,0.8198,0.9377
StandardScaler,200,4,0.1,0.8198,0.8199,0.8198,0.8198,0.9377
NoScaler,200,4,0.1,0.8198,0.8199,0.8198,0.8198,0.9377
MinMaxScaler,100,6,0.05,0.7982,0.7986,0.7982,0.7982,0.9304
StandardScaler,100,6,0.05,0.7982,0.7986,0.7982,0.7982,0.9304
RobustScaler,100,6,0.05,0.7982,0.7986,0.7982,0.7982,0.9304
NoScaler,100,6,0.05,0.7982,0.7986,0.7982,0.7982,0.9304
NoScaler,100,4,0.1,0.7692,0.7706,0.7692,0.7695,0.9102
MinMaxScaler,100,4,0.1,0.7692,0.7706,0.7692,0.7695,0.9102
StandardScaler,100,4,0.1,0.7692,0.7706,0.7692,0.7695,0.9102
RobustScaler,100,4,0.1,0.7692,0.7706,0.7692,0.7695,0.9102
StandardScaler,200,4,0.05,0.7692,0.7711,0.7692,0.7696,0.9099
NoScaler,200,4,0.05,0.7692,0.7711,0.7692,0.7696,0.9099
RobustScaler,200,4,0.05,0.7692,0.7711,0.7692,0.7696,0.9099
MinMaxScaler,200,4,0.05,0.7692,0.7711,0.7692,0.7696,0.9099
Normalizer,200,8,0.1,0.747,0.7469,0.747,0.7467,0.8864
Normalizer,100,8,0.1,0.7379,0.7388,0.7379,0.738,0.8809
Normalizer,200,8,0.05,0.7385,0.7386,0.7385,0.7385,0.8803
Normalizer,200,6,0.1,0.747,0.7468,0.747,0.7467,0.8788
RobustScaler,100,4,0.05,0.7209,0.7219,0.7209,0.7209,0.8775
MinMaxScaler,100,4,0.05,0.7209,0.7219,0.7209,0.7209,0.8775
StandardScaler,100,4,0.05,0.7209,0.7219,0.7209,0.7209,0.8775
NoScaler,100,4,0.05,0.7209,0.7219,0.7209,0.7209,0.8775
Normalizer,100,6,0.1,0.7294,0.73,0.7294,0.7294,0.8702
Normalizer,100,8,0.05,0.7186,0.7193,0.7186,0.7188,0.8699
Normalizer,200,6,0.05,0.7209,0.7219,0.7209,0.721,0.8695
Normalizer,200,4,0.1,0.714,0.7141,0.714,0.714,0.8582
Normalizer,100,6,0.05,0.6987,0.6985,0.6987,0.6982,0.8536
Normalizer,100,4,0.1,0.6731,0.6721,0.6731,0.6725,0.8354
Normalizer,200,4,0.05,0.6708,0.6697,0.6708,0.6701,0.8349
Normalizer,100,4,0.05,0.6401,0.6374,0.6401,0.6374,0.8078
