Scaler,n_estimators,max_depth,learning_rate,ACC,Precision,Recall,F1,ROC-AUC
MinMaxScaler,200,8,0.1,0.8727,0.873,0.8727,0.8728,0.9666
StandardScaler,200,8,0.1,0.8727,0.873,0.8727,0.8728,0.9666
NoScaler,200,8,0.1,0.8727,0.873,0.8727,0.8728,0.9666
RobustScaler,200,8,0.1,0.8727,0.873,0.8727,0.8728,0.9666
StandardScaler,200,6,0.1,0.8744,0.8746,0.8744,0.8744,0.9639
MinMaxScaler,200,6,0.1,0.8744,0.8746,0.8744,0.8744,0.9639
NoScaler,200,6,0.1,0.8744,0.8746,0.8744,0.8744,0.9639
RobustScaler,200,6,0.1,0.8744,0.8746,0.8744,0.8744,0.9639
MinMaxScaler,100,8,0.1,0.8715,0.8721,0.8715,0.8717,0.9618
RobustScaler,100,8,0.1,0.8715,0.8721,0.8715,0.8717,0.9618
NoScaler,100,8,0.1,0.8715,0.8721,0.8715,0.8717,0.9618
StandardScaler,100,8,0.1,0.8715,0.8721,0.8715,0.8717,0.9618
RobustScaler,200,8,0.05,0.8681,0.8684,0.8681,0.8682,0.9614
MinMaxScaler,200,8,0.05,0.8681,0.8684,0.8681,0.8682,0.9614
StandardScaler,200,8,0.05,0.8681,0.8684,0.8681,0.8682,0.9614
NoScaler,200,8,0.05,0.8681,0.8684,0.8681,0.8682,0.9614
NoScaler,200,6,0.05,0.8488,0.849,0.8488,0.8489,0.9535
StandardScaler,200,6,0.05,0.8488,0.849,0.8488,0.8489,0.9535
RobustScaler,200,6,0.05,0.8488,0.849,0.8488,0.8489,0.9535
MinMaxScaler,200,6,0.05,0.8488,0.849,0.8488,0.8489,0.9535
StandardScaler,100,6,0.1,0.8499,0.8502,0.8499,0.85,0.9532
RobustScaler,100,6,0.1,0.8499,0.8502,0.8499,0.85,0.9532
NoScaler,100,6,0.1,0.8499,0.8502,0.8499,0.85,0.9532
MinMaxScaler,100,6,0.1,0.8499,0.8502,0.8499,0.85,0.9532
StandardScaler,100,8,0.05,0.842,0.843,0.842,0.8423,0.9505
RobustScaler,100,8,0.05,0.842,0.843,0.842,0.8423,0.9505
NoScaler,100,8,0.05,0.842,0.843,0.842,0.8423,0.9505
MinMaxScaler,100,8,0.05,0.842,0.843,0.842,0.8423,0.9505
MinMaxScaler,200,4,0.1,0.8368,0.8373,0.8368,0.837,0.9455
RobustScaler,200,4,0.1,0.8368,0.8373,0.8368,0.837,0.9455
StandardScaler,200,4,0.1,0.8368,0.8373,0.8368,0.837,0.9455
NoScaler,200,4,0.1,0.8368,0.8373,0.8368,0.837,0.9455
MinMaxScaler,100,6,0.05,0.8044,0.8048,0.8044,0.8045,0.9352
StandardScaler,100,6,0.05,0.8044,0.8048,0.8044,0.8045,0.9352
RobustScaler,100,6,0.05,0.8044,0.8048,0.8044,0.8045,0.9352
NoScaler,100,6,0.05,0.8044,0.8048,0.8044,0.8045,0.9352
NoScaler,100,4,0.1,0.7794,0.7799,0.7794,0.7795,0.9168
MinMaxScaler,100,4,0.1,0.7794,0.7799,0.7794,0.7795,0.9168
StandardScaler,200,4,0.05,0.78,0.7812,0.78,0.7804,0.9168
StandardScaler,100,4,0.1,0.7794,0.7799,0.7794,0.7795,0.9168
RobustScaler,100,4,0.1,0.7794,0.7799,0.7794,0.7795,0.9168
NoScaler,200,4,0.05,0.78,0.7812,0.78,0.7804,0.9168
RobustScaler,200,4,0.05,0.78,0.7812,0.78,0.7804,0.9168
MinMaxScaler,200,4,0.05,0.78,0.7812,0.78,0.7804,0.9168
Normalizer,200,8,0.1,0.7385,0.738,0.7385,0.7382,0.8855
Normalizer,200,6,0.1,0.7356,0.7358,0.7356,0.7357,0.8805
Normalizer,100,8,0.1,0.7322,0.7319,0.7322,0.732,0.8781
RobustScaler,100,4,0.05,0.7118,0.7125,0.7118,0.7113,0.8779
MinMaxScaler,100,4,0.05,0.7118,0.7125,0.7118,0.7113,0.8779
StandardScaler,100,4,0.05,0.7118,0.7125,0.7118,0.7113,0.8779
NoScaler,100,4,0.05,0.7118,0.7125,0.7118,0.7113,0.8779
Normalizer,200,8,0.05,0.7311,0.7304,0.7311,0.7307,0.8757
Normalizer,200,6,0.05,0.7186,0.7189,0.7186,0.7187,0.8713
Normalizer,100,8,0.05,0.7175,0.7172,0.7175,0.7172,0.8675
Normalizer,100,6,0.1,0.718,0.7181,0.718,0.7179,0.8672
Normalizer,200,4,0.1,0.714,0.7144,0.714,0.7142,0.8595
Normalizer,100,6,0.05,0.6936,0.693,0.6936,0.6928,0.8558
Normalizer,100,4,0.1,0.6657,0.6658,0.6657,0.6644,0.8379
Normalizer,200,4,0.05,0.6742,0.6744,0.6742,0.6735,0.8379
Normalizer,100,4,0.05,0.6384,0.6396,0.6384,0.6331,0.8135
